relative_path,label,label_name,split,language,generative_method,open_set_model,open_set_language,audio_generative_method,audio_fake,video_fake
english/echomimic/50544_6iqXH9RPK1w_100_4_audio_short_512x512_1_0732_withaudio.mp4,1,fake,train,english,echomimic,False,False,real,False,True
english/echomimic/53784_cbtkoZUOR1A_55_7_audio_short_512x512_1_0732_withaudio.mp4,1,fake,train,english,echomimic,False,False,real,False,True
english/echomimic/56857_6bl5XZ8kOzI_48_2_audio_short_512x512_1_0732_withaudio.mp4,1,fake,train,english,echomimic,False,False,real,False,True
english/echomimic/57243_AW3klebbNYY_277_4_audio_short_512x512_1_0732_withaudio.mp4,1,fake,train,english,echomimic,False,False,real,False,True
english/echomimic/67271_coAopEn8Fn4_187_1_audio_short_512x512_1_0732_withaudio.mp4,1,fake,train,english,echomimic,False,False,real,False,True
english/echomimic/68418_0Mi0miIN6tA_176_2_audio_short_512x512_1_0732_withaudio.mp4,1,fake,train,english,echomimic,False,False,real,False,True
english/echomimic/69537_2ShZKR5Uo2I_143_1_audio_short_512x512_1_0732_withaudio.mp4,1,fake,train,english,echomimic,False,False,real,False,True
english/echomimic/98_CeUoS2T2hhc_72_2_audio_short_512x512_1_0732_withaudio.mp4,1,fake,train,english,echomimic,False,False,real,False,True
english/freevc/3DdSiJB8Bo0_4_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/5z_krRwSyt8_17_3.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/9C7jAAxWnqA_255_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/CV1yPkkUFOw_106_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/Efp1EiSwDO4_12_2.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/Fq0jpQrTEFs_135_3.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/I-B_Oa6_eNU_182_2.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/I5oeY5O5oJI_16_4.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/RmXrwKydM9k_355_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/SNHUu7YkNjA_141_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/TkpyR9VBwTs_35_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/UFNRxEmoMaw_106_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/VuJbzKpbIVk_18_3.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/XTHUcQuybEk_48_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/bM1LXa68oxc_114_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/bM1LXa68oxc_247_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/b_boPcOY-FA_16_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/d2om_PGtwWY_35_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/do27uAjfKbg_38_2.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/hMutHPLkUYM_47_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/iyabl4dlxbY_62_2.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/jx4q82a6jHc_9_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/kCudFI4tcpg_8_2.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/sgHHRVH0NFo_52_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/syxEMoU8KWg_50_5.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/wXODvu8UfXc_17_1.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/wXODvu8UfXc_42_3.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/freevc/wtCogf-htV0_149_2.mp4,1,fake,train,english,real,False,False,freevc,True,False
english/inswapper/1005-IIT29JDuMXs_15_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10060-alYBnyxMuPk_269_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10138-SNHUu7YkNjA_77_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10310-qjGmzBp2fFk_22_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10310-x92AnU6MUr0_52_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10335-I5oeY5O5oJI_42_5.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1040-IIT29JDuMXs_45_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1040-LUn8IjZKBPg_96_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10447-WaE2IlpO4vQ_72_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10451-I5oeY5O5oJI_46_12.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10451-hHYe3O7_TUA_209_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10463-hHYe3O7_TUA_298_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10476-0juLRi90kRg_62_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10478-SNHUu7YkNjA_166_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10515-v9f6twy70iM_2_8.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10584-_cPj3b9BDPI_21_16.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1065-KNEGWrD08f8_246_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10651-lkMV6SxilXc_86_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/10747-0Mi0miIN6tA_151_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1083-SCWFVd_FiAU_0_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11009-v9f6twy70iM_2_6.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11052-bkCpQk_K_jg_152_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11155-0_M_syPuFos_167_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11201-D1m1SQIdMkk_45_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11201-icQS5_mOx7U_10_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1152-mXDi_C0yb6A_98_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11550-xZT8cNQCq2s_176_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11575-hHYe3O7_TUA_276_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1168-bM1LXa68oxc_48_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11758-qjGmzBp2fFk_22_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11832-TkpyR9VBwTs_21_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11939-lkMV6SxilXc_19_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11947-TkpyR9VBwTs_4_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/11964-wpysFja4zyQ_67_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1203-bM1LXa68oxc_96_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12085-DnqNS6fThuY_3_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12242-XqRMV8ICMiM_114_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12422-9TFi9Zo4FJc_34_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12443-bM1LXa68oxc_171_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1248-VuJbzKpbIVk_24_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12551-SNHUu7YkNjA_153_9.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12827-iyabl4dlxbY_45_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12832-akNqFXCVPwU_22_5.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12865-WXosPmTQq4o_42_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12868-ngk7VVyveu8_56_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12878-P7slA-LkA3s_37_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12878-mGeGLLsiy44_82_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/12983-nBN9zG1JNPg_15_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13035-KNEGWrD08f8_242_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13093-lkMV6SxilXc_0_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13185-I1ouTj1BQec_110_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13224-hg_xzFJ4ZAA_28_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13382-KNEGWrD08f8_272_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13383-JJPfmH5r99k_39_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13399-870tYRNh86o_33_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13446-0Mi0miIN6tA_11_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13511-orD3vsEyGdA_46_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13552-WXosPmTQq4o_32_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13702-E7hwoDHfU28_8_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13702-v4Y0FzwVMR8_5_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13729-cbtkoZUOR1A_100_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13801-XTHUcQuybEk_30_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13803-_uUskajC1Ps_77_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13831-nCmlX23tmHg_80_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/13927-hg_xzFJ4ZAA_51_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14011-Z6bxX3mcfJg_20_7.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14019-I5oeY5O5oJI_60_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14155-MMaWtHnyP04_347_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14171-EzSdf3VK9qc_57_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14189-eHJnEHyyN1Y_0_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14226-P7slA-LkA3s_72_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14304-SoI9-PP5Tmk_66_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14304-UFNRxEmoMaw_106_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14331-bM1LXa68oxc_25_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14528-Efp1EiSwDO4_95_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14653-SNHUu7YkNjA_208_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14690-v4Y0FzwVMR8_24_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14772-pOdIn86ZM1E_62_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14835-I-B_Oa6_eNU_213_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14835-UG1eW81y7Ac_16_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14835-nBN9zG1JNPg_172_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14863-0_M_syPuFos_245_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14863-bUmHABnk9FY_31_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14869-2gOvQIMWbCY_94_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14908-I-B_Oa6_eNU_165_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/14929-Efp1EiSwDO4_7_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15139-_uUskajC1Ps_46_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15139-s9rCzZEZKnM_27_5.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1532-_cPj3b9BDPI_15_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15487-SNHUu7YkNjA_168_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15488-I5oeY5O5oJI_31_10.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15617-_hZseWeLSFY_15_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15688-JJPfmH5r99k_2_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15750-UFNRxEmoMaw_122_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15895-LSEuKa2cdzM_5_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/159-pOdIn86ZM1E_61_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1592-SNHUu7YkNjA_144_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15921-_uUskajC1Ps_24_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15933-CV1yPkkUFOw_162_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15933-PxE0TWcT-kA_190_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15985-bM1LXa68oxc_36_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/15999-orD3vsEyGdA_67_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16004-TsQZOTSteK8_100_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16004-VuJbzKpbIVk_12_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16041-orD3vsEyGdA_28_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16060-bUmHABnk9FY_49_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16147-I1ouTj1BQec_32_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16160-KKNCiRWd_j0_182_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16170-KNEGWrD08f8_309_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16211-XgpdInYDs-U_96_4.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16239-WXosPmTQq4o_182_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16273-bkCpQk_K_jg_179_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16282-Kcq-FxK-GK0_40_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16314-_cPj3b9BDPI_36_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16318-z7wk53Pt_0E_14_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16396-cbtkoZUOR1A_44_17.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16422-Ne-1bg2Ifn4_74_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16588-nCmlX23tmHg_28_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16611-lkMV6SxilXc_51_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16620-0Mi0miIN6tA_157_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16710-SNHUu7YkNjA_3_12.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16744-iKBPrJ-AKRs_115_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16841-I5oeY5O5oJI_65_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/16933-KNEGWrD08f8_88_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1696-hg_xzFJ4ZAA_49_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17121-hKx4HGfNgCg_3_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17184-CWEWBgVwFc8_116_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17359-AbpNlshqtJc_151_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17389-RAh0Q3XsB6w_66_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17463-2y6GQcN9jVs_73_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17467-I-B_Oa6_eNU_222_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17505-bM1LXa68oxc_264_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17559-0_M_syPuFos_6_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17586-jFl9kFms7nA_63_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17598-ngk7VVyveu8_15_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/17971-UFNRxEmoMaw_124_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18031-bkCpQk_K_jg_196_5.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18057-CWEWBgVwFc8_35_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18072-KNEGWrD08f8_306_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18139-CV1yPkkUFOw_106_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18240-JJPfmH5r99k_31_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18240-alYBnyxMuPk_268_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18240-sLapoMlHOeY_473_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18694-9C7jAAxWnqA_12_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18695-9C7jAAxWnqA_140_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18703-SNHUu7YkNjA_162_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18720-5xBpkc7-w3A_65_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18738-PkGCtSkbnjQ_87_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/1878-WXosPmTQq4o_141_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18830-orD3vsEyGdA_24_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18881-qC1QlUr5mCE_20_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18892-nCmlX23tmHg_24_3.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18903-I-B_Oa6_eNU_162_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18907-2y6GQcN9jVs_7_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18942-_cPj3b9BDPI_39_6.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18985-lkMV6SxilXc_18_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/18998-I2s4msDXNgw_32_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19031-I5oeY5O5oJI_46_10.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19126-mXDi_C0yb6A_8_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19305-qjGmzBp2fFk_62_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19354-hg_xzFJ4ZAA_50_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19527-2gOvQIMWbCY_53_7.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19535-TsQZOTSteK8_143_2.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19544-hKx4HGfNgCg_6_8.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19632-KNEGWrD08f8_287_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19633-cbtkoZUOR1A_65_10.mp4,1,fake,train,english,inswapper,False,False,real,False,True
english/inswapper/19641-mXDi_C0yb6A_28_1.mp4,1,fake,train,english,inswapper,False,False,real,False,True
