relative_path,label,label_name,clip_key,person_id,source_video_id,clip_id
id00018/H8unCMlGOMQ/00063/real.mp4,0,real,id00018/H8unCMlGOMQ/00063,id00018,H8unCMlGOMQ,00063
id00018/Hufm91VqckQ/00077/real.mp4,0,real,id00018/Hufm91VqckQ/00077,id00018,Hufm91VqckQ,00077
id00018/Hufm91VqckQ/00082/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00018/Hufm91VqckQ/00082,id00018,Hufm91VqckQ,00082
id00018/W76hhH7hPp4/00090/real.mp4,0,real,id00018/W76hhH7hPp4/00090,id00018,W76hhH7hPp4,00090
id00018/ewCKSXWitUk/00105/real.mp4,0,real,id00018/ewCKSXWitUk/00105,id00018,ewCKSXWitUk,00105
id00018/ewCKSXWitUk/00111/real.mp4,0,real,id00018/ewCKSXWitUk/00111,id00018,ewCKSXWitUk,00111
id00018/iNlRMGqsmrQ/00116/real.mp4,0,real,id00018/iNlRMGqsmrQ/00116,id00018,iNlRMGqsmrQ,00116
id00018/iNlRMGqsmrQ/00119/real.mp4,0,real,id00018/iNlRMGqsmrQ/00119,id00018,iNlRMGqsmrQ,00119
id00018/iNlRMGqsmrQ/00123/real.mp4,0,real,id00018/iNlRMGqsmrQ/00123,id00018,iNlRMGqsmrQ,00123
id00018/iNlRMGqsmrQ/00125/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00018/iNlRMGqsmrQ/00125,id00018,iNlRMGqsmrQ,00125
id00018/r377L5cuPOw/00155/real.mp4,0,real,id00018/r377L5cuPOw/00155,id00018,r377L5cuPOw,00155
id00018/r4NkfADdyNE/00163/real.mp4,0,real,id00018/r4NkfADdyNE/00163,id00018,r4NkfADdyNE,00163
id00018/r4NkfADdyNE/00168/real.mp4,0,real,id00018/r4NkfADdyNE/00168,id00018,r4NkfADdyNE,00168
id00018/sj5jrgAdggA/00184/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00018/sj5jrgAdggA/00184,id00018,sj5jrgAdggA,00184
id00018/tZStiZYpjhI/00193/real.mp4,0,real,id00018/tZStiZYpjhI/00193,id00018,tZStiZYpjhI,00193
id00018/tZStiZYpjhI/00198/real.mp4,0,real,id00018/tZStiZYpjhI/00198,id00018,tZStiZYpjhI,00198
id00019/35srJs_ingU/00011/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00019/35srJs_ingU/00011,id00019,35srJs_ingU,00011
id00019/JPwZAm6DYTk/00029/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00019/JPwZAm6DYTk/00029,id00019,JPwZAm6DYTk,00029
id00019/RpV7zEpx3QY/00050/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00019/RpV7zEpx3QY/00050,id00019,RpV7zEpx3QY,00050
id00019/RpV7zEpx3QY/00061/real.mp4,0,real,id00019/RpV7zEpx3QY/00061,id00019,RpV7zEpx3QY,00061
id00019/RpV7zEpx3QY/00064/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00019/RpV7zEpx3QY/00064,id00019,RpV7zEpx3QY,00064
id00019/RpV7zEpx3QY/00064/real.mp4,0,real,id00019/RpV7zEpx3QY/00064,id00019,RpV7zEpx3QY,00064
id00019/RpV7zEpx3QY/00065/real.mp4,0,real,id00019/RpV7zEpx3QY/00065,id00019,RpV7zEpx3QY,00065
id00019/RpV7zEpx3QY/00069/real.mp4,0,real,id00019/RpV7zEpx3QY/00069,id00019,RpV7zEpx3QY,00069
id00019/RpV7zEpx3QY/00070/real.mp4,0,real,id00019/RpV7zEpx3QY/00070,id00019,RpV7zEpx3QY,00070
id00019/RpV7zEpx3QY/00083/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00019/RpV7zEpx3QY/00083,id00019,RpV7zEpx3QY,00083
id00019/WqlypvicTmY/00104/real.mp4,0,real,id00019/WqlypvicTmY/00104,id00019,WqlypvicTmY,00104
id00019/WqlypvicTmY/00116/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00019/WqlypvicTmY/00116,id00019,WqlypvicTmY,00116
id00019/anX4gftNLoc/00141/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00019/anX4gftNLoc/00141,id00019,anX4gftNLoc,00141
id00019/feQf4mh32JI/00153/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00019/feQf4mh32JI/00153,id00019,feQf4mh32JI,00153
id00019/gIVdrxBp-_4/00162/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00019/gIVdrxBp-_4/00162,id00019,gIVdrxBp-_4,00162
id00021/2TYFBVYmuhg/00005/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00021/2TYFBVYmuhg/00005,id00021,2TYFBVYmuhg,00005
id00021/zUAQ0hwQOlg/00045/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00021/zUAQ0hwQOlg/00045,id00021,zUAQ0hwQOlg,00045
id00025/veFTCDiIaTs/00059/real.mp4,0,real,id00025/veFTCDiIaTs/00059,id00025,veFTCDiIaTs,00059
id00046/9cMYmFeuvyg/00006/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00046/9cMYmFeuvyg/00006,id00046,9cMYmFeuvyg,00006
id00046/9cMYmFeuvyg/00007/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00046/9cMYmFeuvyg/00007,id00046,9cMYmFeuvyg,00007
id00046/9cMYmFeuvyg/00008/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00046/9cMYmFeuvyg/00008,id00046,9cMYmFeuvyg,00008
id00046/AjgCL0dE_iM/00020/real.mp4,0,real,id00046/AjgCL0dE_iM/00020,id00046,AjgCL0dE_iM,00020
id00046/C05KGulF_Og/00027/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00046/C05KGulF_Og/00027,id00046,C05KGulF_Og,00027
id00050/7YTxZmFceys/00004/real.mp4,0,real,id00050/7YTxZmFceys/00004,id00050,7YTxZmFceys,00004
id00050/7YTxZmFceys/00005/real.mp4,0,real,id00050/7YTxZmFceys/00005,id00050,7YTxZmFceys,00005
id00050/OrFLVbpxKo8/00033/real.mp4,0,real,id00050/OrFLVbpxKo8/00033,id00050,OrFLVbpxKo8,00033
id00050/OrFLVbpxKo8/00035/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00050/OrFLVbpxKo8/00035,id00050,OrFLVbpxKo8,00035
id00050/jozj63tM_LA/00070/real.mp4,0,real,id00050/jozj63tM_LA/00070,id00050,jozj63tM_LA,00070
id00050/z5NkQ8rAG_w/00094/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00050/z5NkQ8rAG_w/00094,id00050,z5NkQ8rAG_w,00094
id00050/z5NkQ8rAG_w/00095/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00050/z5NkQ8rAG_w/00095,id00050,z5NkQ8rAG_w,00095
id00050/zHPn_cyMCeQ/00102/real.mp4,0,real,id00050/zHPn_cyMCeQ/00102,id00050,zHPn_cyMCeQ,00102
id00050/zHPn_cyMCeQ/00128/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00050/zHPn_cyMCeQ/00128,id00050,zHPn_cyMCeQ,00128
id00052/6Cq9dDy5ezI/00007/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00052/6Cq9dDy5ezI/00007,id00052,6Cq9dDy5ezI,00007
id00052/NK_leX996Yk/00011/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00052/NK_leX996Yk/00011,id00052,NK_leX996Yk,00011
id00052/NK_leX996Yk/00018/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00052/NK_leX996Yk/00018,id00052,NK_leX996Yk,00018
id00052/Z-NR1__7YDo/00032/real.mp4,0,real,id00052/Z-NR1__7YDo/00032,id00052,Z-NR1__7YDo,00032
id00056/0K9vwZHgen4/00001/real.mp4,0,real,id00056/0K9vwZHgen4/00001,id00056,0K9vwZHgen4,00001
id00056/EEjaqWQ99uI/00022/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00056/EEjaqWQ99uI/00022,id00056,EEjaqWQ99uI,00022
id00056/GUh0mNVw0U8/00028/real.mp4,0,real,id00056/GUh0mNVw0U8/00028,id00056,GUh0mNVw0U8,00028
id00056/GUh0mNVw0U8/00037/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00056/GUh0mNVw0U8/00037,id00056,GUh0mNVw0U8,00037
id00056/GUh0mNVw0U8/00038/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00056/GUh0mNVw0U8/00038,id00056,GUh0mNVw0U8,00038
id00056/vHb0MLsjY_o/00062/real.mp4,0,real,id00056/vHb0MLsjY_o/00062,id00056,vHb0MLsjY_o,00062
id00059/2XyoZ87lf70/00005/real.mp4,0,real,id00059/2XyoZ87lf70/00005,id00059,2XyoZ87lf70,00005
id00059/90q1X2X9yPM/00029/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00059/90q1X2X9yPM/00029,id00059,90q1X2X9yPM,00029
id00059/OizZxa6WpBQ/00065/real.mp4,0,real,id00059/OizZxa6WpBQ/00065,id00059,OizZxa6WpBQ,00065
id00059/P0UoJmr7p9A/00082/real.mp4,0,real,id00059/P0UoJmr7p9A/00082,id00059,P0UoJmr7p9A,00082
id00059/P0UoJmr7p9A/00084/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00059/P0UoJmr7p9A/00084,id00059,P0UoJmr7p9A,00084
id00059/qYYeOwmMO-8/00095/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00059/qYYeOwmMO-8/00095,id00059,qYYeOwmMO-8,00095
id00060/0AVdESwWFXA/00002/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/0AVdESwWFXA/00002,id00060,0AVdESwWFXA,00002
id00060/0AVdESwWFXA/00010/real.mp4,0,real,id00060/0AVdESwWFXA/00010,id00060,0AVdESwWFXA,00010
id00060/0AVdESwWFXA/00019/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/0AVdESwWFXA/00019,id00060,0AVdESwWFXA,00019
id00060/Eil8Xm7f49E/00088/real.mp4,0,real,id00060/Eil8Xm7f49E/00088,id00060,Eil8Xm7f49E,00088
id00060/EpTbqwZhpJQ/00091/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/EpTbqwZhpJQ/00091,id00060,EpTbqwZhpJQ,00091
id00060/EpTbqwZhpJQ/00101/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/EpTbqwZhpJQ/00101,id00060,EpTbqwZhpJQ,00101
id00060/IN9LPlvKzhw/00113/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/IN9LPlvKzhw/00113,id00060,IN9LPlvKzhw,00113
id00060/QmuveH0puPM/00140/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/QmuveH0puPM/00140,id00060,QmuveH0puPM,00140
id00060/RVAsvsd2KtM/00153/real.mp4,0,real,id00060/RVAsvsd2KtM/00153,id00060,RVAsvsd2KtM,00153
id00060/RVAsvsd2KtM/00157/real.mp4,0,real,id00060/RVAsvsd2KtM/00157,id00060,RVAsvsd2KtM,00157
id00060/Rrn2xy9Kc9s/00170/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/Rrn2xy9Kc9s/00170,id00060,Rrn2xy9Kc9s,00170
id00060/WNkrEjKhwqA/00184/real.mp4,0,real,id00060/WNkrEjKhwqA/00184,id00060,WNkrEjKhwqA,00184
id00060/WNkrEjKhwqA/00186/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/WNkrEjKhwqA/00186,id00060,WNkrEjKhwqA,00186
id00060/WNkrEjKhwqA/00186/real.mp4,0,real,id00060/WNkrEjKhwqA/00186,id00060,WNkrEjKhwqA,00186
id00060/ZtSd-ULBBkY/00216/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/ZtSd-ULBBkY/00216,id00060,ZtSd-ULBBkY,00216
id00060/agDDPblhQAM/00221/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/agDDPblhQAM/00221,id00060,agDDPblhQAM,00221
id00060/b3NCOn3j8vQ/00243/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/b3NCOn3j8vQ/00243,id00060,b3NCOn3j8vQ,00243
id00060/cSuF47rd5Fo/00254/real.mp4,0,real,id00060/cSuF47rd5Fo/00254,id00060,cSuF47rd5Fo,00254
id00060/cSuF47rd5Fo/00263/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/cSuF47rd5Fo/00263,id00060,cSuF47rd5Fo,00263
id00060/cSuF47rd5Fo/00264/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/cSuF47rd5Fo/00264,id00060,cSuF47rd5Fo,00264
id00060/cSuF47rd5Fo/00266/real.mp4,0,real,id00060/cSuF47rd5Fo/00266,id00060,cSuF47rd5Fo,00266
id00060/eabAjNhOk8k/00301/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/eabAjNhOk8k/00301,id00060,eabAjNhOk8k,00301
id00060/gZ4RkcQ0SXE/00316/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/gZ4RkcQ0SXE/00316,id00060,gZ4RkcQ0SXE,00316
id00060/gZ4RkcQ0SXE/00318/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/gZ4RkcQ0SXE/00318,id00060,gZ4RkcQ0SXE,00318
id00060/h8wLsvUCaek/00335/real.mp4,0,real,id00060/h8wLsvUCaek/00335,id00060,h8wLsvUCaek,00335
id00060/h8wLsvUCaek/00337/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/h8wLsvUCaek/00337,id00060,h8wLsvUCaek,00337
id00060/hYtWpgvl4Zg/00345/real.mp4,0,real,id00060/hYtWpgvl4Zg/00345,id00060,hYtWpgvl4Zg,00345
id00060/hYtWpgvl4Zg/00351/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/hYtWpgvl4Zg/00351,id00060,hYtWpgvl4Zg,00351
id00060/hYtWpgvl4Zg/00351/real.mp4,0,real,id00060/hYtWpgvl4Zg/00351,id00060,hYtWpgvl4Zg,00351
id00060/hYtWpgvl4Zg/00357/real.mp4,0,real,id00060/hYtWpgvl4Zg/00357,id00060,hYtWpgvl4Zg,00357
id00060/hYtWpgvl4Zg/00373/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/hYtWpgvl4Zg/00373,id00060,hYtWpgvl4Zg,00373
id00060/hYtWpgvl4Zg/00375/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/hYtWpgvl4Zg/00375,id00060,hYtWpgvl4Zg,00375
id00060/juIGiyimjcA/00405/real.mp4,0,real,id00060/juIGiyimjcA/00405,id00060,juIGiyimjcA,00405
id00060/juIGiyimjcA/00412/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/juIGiyimjcA/00412,id00060,juIGiyimjcA,00412
id00060/tp5mi8mFIPI/00423/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00060/tp5mi8mFIPI/00423,id00060,tp5mi8mFIPI,00423
id00060/uSVl0c3qLD0/00436/real.mp4,0,real,id00060/uSVl0c3qLD0/00436,id00060,uSVl0c3qLD0,00436
id00060/umH1Tqx1hQQ/00441/real.mp4,0,real,id00060/umH1Tqx1hQQ/00441,id00060,umH1Tqx1hQQ,00441
id00060/v6h-lsO-WcY/00458/real.mp4,0,real,id00060/v6h-lsO-WcY/00458,id00060,v6h-lsO-WcY,00458
id00060/v6h-lsO-WcY/00460/real.mp4,0,real,id00060/v6h-lsO-WcY/00460,id00060,v6h-lsO-WcY,00460
id00060/wzJNJujGHFA/00499/real.mp4,0,real,id00060/wzJNJujGHFA/00499,id00060,wzJNJujGHFA,00499
id00062/6O9RYsLu60k/00042/real.mp4,0,real,id00062/6O9RYsLu60k/00042,id00062,6O9RYsLu60k,00042
id00062/6O9RYsLu60k/00046/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/6O9RYsLu60k/00046,id00062,6O9RYsLu60k,00046
id00062/78Be0gJmOlU/00055/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/78Be0gJmOlU/00055,id00062,78Be0gJmOlU,00055
id00062/78Be0gJmOlU/00058/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/78Be0gJmOlU/00058,id00062,78Be0gJmOlU,00058
id00062/Bpc8MNa521M/00070/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/Bpc8MNa521M/00070,id00062,Bpc8MNa521M,00070
id00062/Bpc8MNa521M/00076/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/Bpc8MNa521M/00076,id00062,Bpc8MNa521M,00076
id00062/DZwC3NfH84o/00080/real.mp4,0,real,id00062/DZwC3NfH84o/00080,id00062,DZwC3NfH84o,00080
id00062/EKXKOacp0CQ/00098/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/EKXKOacp0CQ/00098,id00062,EKXKOacp0CQ,00098
id00062/EOxT9WHfsp4/00099/real.mp4,0,real,id00062/EOxT9WHfsp4/00099,id00062,EOxT9WHfsp4,00099
id00062/EOxT9WHfsp4/00107/real.mp4,0,real,id00062/EOxT9WHfsp4/00107,id00062,EOxT9WHfsp4,00107
id00062/EwPTxjDZwS8/00124/real.mp4,0,real,id00062/EwPTxjDZwS8/00124,id00062,EwPTxjDZwS8,00124
id00062/LF6MqHq2-gs/00176/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/LF6MqHq2-gs/00176,id00062,LF6MqHq2-gs,00176
id00062/Lw9ZeDIwZxo/00205/real.mp4,0,real,id00062/Lw9ZeDIwZxo/00205,id00062,Lw9ZeDIwZxo,00205
id00062/WM1Aw1O7PtY/00230/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/WM1Aw1O7PtY/00230,id00062,WM1Aw1O7PtY,00230
id00062/WM1Aw1O7PtY/00234/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/WM1Aw1O7PtY/00234,id00062,WM1Aw1O7PtY,00234
id00062/XJAYPn44Pvw/00236/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/XJAYPn44Pvw/00236,id00062,XJAYPn44Pvw,00236
id00062/ZP8PYW7yCJI/00248/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/ZP8PYW7yCJI/00248,id00062,ZP8PYW7yCJI,00248
id00062/ZRfI01-FWOg/00250/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/ZRfI01-FWOg/00250,id00062,ZRfI01-FWOg,00250
id00062/ZRfI01-FWOg/00251/real.mp4,0,real,id00062/ZRfI01-FWOg/00251,id00062,ZRfI01-FWOg,00251
id00062/ZhLWkQ331og/00264/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/ZhLWkQ331og/00264,id00062,ZhLWkQ331og,00264
id00062/aT3HAfcAtr0/00274/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/aT3HAfcAtr0/00274,id00062,aT3HAfcAtr0,00274
id00062/bctnrIvZHTs/00277/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/bctnrIvZHTs/00277,id00062,bctnrIvZHTs,00277
id00062/bnSxv4-8gxA/00281/real.mp4,0,real,id00062/bnSxv4-8gxA/00281,id00062,bnSxv4-8gxA,00281
id00062/bnSxv4-8gxA/00293/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/bnSxv4-8gxA/00293,id00062,bnSxv4-8gxA,00293
id00062/bnSxv4-8gxA/00296/real.mp4,0,real,id00062/bnSxv4-8gxA/00296,id00062,bnSxv4-8gxA,00296
id00062/fQ-kpy3fuxA/00315/real.mp4,0,real,id00062/fQ-kpy3fuxA/00315,id00062,fQ-kpy3fuxA,00315
id00062/fQ-kpy3fuxA/00331/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/fQ-kpy3fuxA/00331,id00062,fQ-kpy3fuxA,00331
id00062/gFIkd4hYqp8/00353/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/gFIkd4hYqp8/00353,id00062,gFIkd4hYqp8,00353
id00062/gFIkd4hYqp8/00365/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/gFIkd4hYqp8/00365,id00062,gFIkd4hYqp8,00365
id00062/gczEfoY8IpQ/00372/real.mp4,0,real,id00062/gczEfoY8IpQ/00372,id00062,gczEfoY8IpQ,00372
id00062/hzzsx9QWQ10/00378/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/hzzsx9QWQ10/00378,id00062,hzzsx9QWQ10,00378
id00062/hzzsx9QWQ10/00379/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/hzzsx9QWQ10/00379,id00062,hzzsx9QWQ10,00379
id00062/hzzsx9QWQ10/00384/real.mp4,0,real,id00062/hzzsx9QWQ10/00384,id00062,hzzsx9QWQ10,00384
id00062/lyJvRtpK6LU/00403/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/lyJvRtpK6LU/00403,id00062,lyJvRtpK6LU,00403
id00062/sLugVFpJwn4/00445/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/sLugVFpJwn4/00445,id00062,sLugVFpJwn4,00445
id00062/sLugVFpJwn4/00447/real.mp4,0,real,id00062/sLugVFpJwn4/00447,id00062,sLugVFpJwn4,00447
id00062/sLugVFpJwn4/00448/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/sLugVFpJwn4/00448,id00062,sLugVFpJwn4,00448
id00062/sLugVFpJwn4/00453/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/sLugVFpJwn4/00453,id00062,sLugVFpJwn4,00453
id00062/v4WBDnButxQ/00466/real.mp4,0,real,id00062/v4WBDnButxQ/00466,id00062,v4WBDnButxQ,00466
id00062/veaAtEYKooE/00476/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00062/veaAtEYKooE/00476,id00062,veaAtEYKooE,00476
id00062/x0CO79gL86k/00481/real.mp4,0,real,id00062/x0CO79gL86k/00481,id00062,x0CO79gL86k,00481
id00062/z7JvuLU7yVg/00494/real.mp4,0,real,id00062/z7JvuLU7yVg/00494,id00062,z7JvuLU7yVg,00494
id00064/0_xY3vXIG1A/00014/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00064/0_xY3vXIG1A/00014,id00064,0_xY3vXIG1A,00014
id00064/4DIJmbydVEA/00017/real.mp4,0,real,id00064/4DIJmbydVEA/00017,id00064,4DIJmbydVEA,00017
id00064/6Mwd-TTNDcM/00046/real.mp4,0,real,id00064/6Mwd-TTNDcM/00046,id00064,6Mwd-TTNDcM,00046
id00064/6oFwMYnmgSo/00069/real.mp4,0,real,id00064/6oFwMYnmgSo/00069,id00064,6oFwMYnmgSo,00069
id00064/AvvXSNxuokY/00075/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00064/AvvXSNxuokY/00075,id00064,AvvXSNxuokY,00075
id00064/AvvXSNxuokY/00097/fake_video_fake_audio.mp4,1,fake_video_fake_audio,id00064/AvvXSNxuokY/00097,id00064,AvvXSNxuokY,00097
id00064/AvvXSNxuokY/00113/real.mp4,0,real,id00064/AvvXSNxuokY/00113,id00064,AvvXSNxuokY,00113
